Sample number,Moisture treatment,Residue type,Lab rep,Glucose addition treatment,Harvest day,Time,Date,WHC,
39,Drought,WHEA,R1,G-00,T1,2,6/26/23,20,
40,Drought,WHEA,R1,G-00,T90,2,6/26/23,20,
41,Ambient,CLOV,R2,G-50,T1,2,6/26/23,60,
42,Ambient,CLOV,R2,G-50,T90,2,6/26/23,60,
43,Ambient,CLOV,R2,G-00,T1,2,6/26/23,60,
44,Ambient,CLOV,R2,G-00,T90,2,6/26/23,60,
45,Ambient,NONE,R2,G-50,T1,2,6/26/23,60,
46,Ambient,NONE,R2,G-50,T90,2,6/26/23,60,
47,Ambient,NONE,R2,G-00,T1,2,6/26/23,60,
48,Ambient,NONE,R2,G-00,T90,2,6/26/23,60,
49,Ambient,SHMX,R2,G-50,T1,2,6/26/23,60,
50,Ambient,SHMX,R2,G-50,T90,2,6/26/23,60,
51,Ambient,SHMX,R2,G-00,T1,2,6/26/23,60,
52,Ambient,SHMX,R2,G-00,T90,2,6/26/23,60,
53,Ambient,WHCL,R2,G-50,T1,2,6/26/23,60,
54,Ambient,WHCL,R2,G-50,T90,2,6/26/23,60,
55,Ambient,WHCL,R2,G-00,T1,2,6/26/23,60,
56,Ambient,WHCL,R2,G-00,T90,2,6/26/23,60,
57,Ambient,WHEA,R2,G-50,T1,2,6/26/23,60,
58,Ambient,WHEA,R2,G-50,T90,2,6/26/23,60,
59,Ambient,WHEA,R2,G-00,T1,2,6/26/23,60,
60,Ambient,WHEA,R2,G-00,T90,2,6/26/23,60,
61,Drought,CLOV,R2,G-50,T1,2,6/26/23,20,
62,Drought,CLOV,R2,G-50,T90,2,6/26/23,20,
63,Drought,CLOV,R2,G-00,T1,2,6/26/23,20,
64,Drought,CLOV,R2,G-00,T90,2,6/26/23,20,
65,Drought,NONE,R2,G-50,T1,2,6/26/23,20,
66,Drought,NONE,R2,G-50,T90,2,6/26/23,20,
67,Drought,NONE,R2,G-00,T1,2,6/26/23,21.12080852,
68,Drought,NONE,R2,G-00,T90,2,6/26/23,20,
69,Drought,SHMX,R2,G-50,T1,2,6/26/23,20,
70,Drought,SHMX,R2,G-50,T90,2,6/26/23,20,
71,Drought,SHMX,R2,G-00,T1,2,6/26/23,20,
72,Drought,SHMX,R2,G-00,T90,2,6/26/23,23.72973585,
73,Drought,WHCL,R2,G-50,T1,2,6/26/23,20,
74,Drought,WHCL,R2,G-50,T90,2,6/26/23,20,
75,Drought,WHCL,R2,G-00,T1,2,6/26/23,20,
76,Drought,WHCL,R2,G-00,T90,2,6/26/23,20,
77,Drought,WHEA,R2,G-50,T1,2,6/26/23,20,
78,Drought,WHEA,R2,G-50,T90,2,6/26/23,20,
79,Drought,WHEA,R2,G-00,T1,2,6/26/23,20,
80,Drought,WHEA,R2,G-00,T90,2,6/26/23,20,
81,Ambient,CLOV,R3,G-50,T1,2,6/26/23,60,
82,Ambient,CLOV,R3,G-50,T90,2,6/26/23,60,
83,Ambient,CLOV,R3,G-00,T1,2,6/26/23,60,
84,Ambient,CLOV,R3,G-00,T90,2,6/26/23,60,
85,Ambient,NONE,R3,G-50,T1,2,6/26/23,60,
86,Ambient,NONE,R3,G-50,T90,2,6/26/23,60,
87,Ambient,NONE,R3,G-00,T1,2,6/26/23,60,
88,Ambient,NONE,R3,G-00,T90,2,6/26/23,60,
89,Ambient,SHMX,R3,G-50,T1,2,6/26/23,60,
90,Ambient,SHMX,R3,G-50,T90,2,6/26/23,60,
91,Ambient,SHMX,R3,G-00,T1,2,6/26/23,60,
92,Ambient,SHMX,R3,G-00,T90,2,6/26/23,60,
93,Ambient,WHCL,R3,G-50,T1,2,6/26/23,60,
94,Ambient,WHCL,R3,G-50,T90,2,6/26/23,60,
95,Ambient,WHCL,R3,G-00,T1,2,6/26/23,60,
96,Ambient,WHCL,R3,G-00,T90,2,6/26/23,60,
97,Ambient,WHEA,R3,G-50,T1,2,6/26/23,60,
98,Ambient,WHEA,R3,G-50,T90,2,6/26/23,60,
99,Ambient,WHEA,R3,G-00,T1,2,6/26/23,60,
100,Ambient,WHEA,R3,G-00,T90,2,6/26/23,60,
101,Drought,CLOV,R3,G-50,T1,2,6/26/23,20,
102,Drought,CLOV,R3,G-50,T90,2,6/26/23,20,
103,Drought,CLOV,R3,G-00,T1,2,6/26/23,20,
104,Drought,CLOV,R3,G-00,T90,2,6/26/23,20,
105,Drought,NONE,R3,G-50,T1,2,6/26/23,20,
106,Drought,NONE,R3,G-50,T90,2,6/26/23,20,
107,Drought,NONE,R3,G-00,T1,2,6/26/23,20,
108,Drought,NONE,R3,G-00,T90,2,6/26/23,20,
109,Drought,SHMX,R3,G-50,T1,2,6/26/23,20,
110,Drought,SHMX,R3,G-50,T90,2,6/26/23,20,
111,Drought,SHMX,R3,G-00,T1,2,6/26/23,20,
112,Drought,SHMX,R3,G-00,T90,2,6/26/23,20,
113,Drought,WHCL,R3,G-50,T1,2,6/26/23,20,
114,Drought,WHCL,R3,G-50,T90,2,6/26/23,20,
115,Drought,WHCL,R3,G-00,T1,2,6/26/23,20,
116,Drought,WHCL,R3,G-00,T90,2,6/26/23,20,
117,Drought,WHEA,R3,G-50,T1,2,6/26/23,20,
118,Drought,WHEA,R3,G-50,T90,2,6/26/23,20,
119,Drought,WHEA,R3,G-00,T1,2,6/26/23,20,
120,Drought,WHEA,R3,G-00,T90,2,6/26/23,20,
121,Ambient,CLOV,R4,G-50,T1,2,6/26/23,60,
122,Ambient,CLOV,R4,G-50,T90,2,6/26/23,60,
123,Ambient,CLOV,R4,G-00,T1,2,6/26/23,60,
124,Ambient,CLOV,R4,G-00,T90,2,6/26/23,60,
125,Ambient,NONE,R4,G-50,T1,2,6/26/23,60,
126,Ambient,NONE,R4,G-50,T90,2,6/26/23,60,
127,Ambient,NONE,R4,G-00,T1,2,6/26/23,60,
128,Ambient,NONE,R4,G-00,T90,2,6/26/23,60,
129,Ambient,SHMX,R4,G-50,T1,2,6/26/23,60,
130,Ambient,SHMX,R4,G-50,T90,2,6/26/23,60,
131,Ambient,SHMX,R4,G-00,T1,2,6/26/23,60,
132,Ambient,SHMX,R4,G-00,T90,2,6/26/23,60,
133,Ambient,WHCL,R4,G-50,T1,2,6/26/23,60,
134,Ambient,WHCL,R4,G-50,T90,2,6/26/23,60,
135,Ambient,WHCL,R4,G-00,T1,2,6/26/23,60,
136,Ambient,WHCL,R4,G-00,T90,2,6/26/23,60,
137,Ambient,WHEA,R4,G-50,T1,2,6/26/23,60,
138,Ambient,WHEA,R4,G-50,T90,2,6/26/23,60,
139,Ambient,WHEA,R4,G-00,T1,2,6/26/23,60,
140,Ambient,WHEA,R4,G-00,T90,2,6/26/23,60,
141,Drought,CLOV,R4,G-50,T1,2,6/26/23,20.53696557,
142,Drought,CLOV,R4,G-50,T90,2,6/26/23,20,
143,Drought,CLOV,R4,G-00,T1,2,6/26/23,20,
144,Drought,CLOV,R4,G-00,T90,2,6/26/23,20,
145,Drought,NONE,R4,G-50,T1,2,6/26/23,20,
146,Drought,NONE,R4,G-50,T90,2,6/26/23,20,
147,Drought,NONE,R4,G-00,T1,2,6/26/23,20,
148,Drought,NONE,R4,G-00,T90,2,6/26/23,20,
149,Drought,SHMX,R4,G-50,T1,2,6/26/23,20,
150,Drought,SHMX,R4,G-50,T90,2,6/26/23,20,
151,Drought,SHMX,R4,G-00,T1,2,6/26/23,20,
152,Drought,SHMX,R4,G-00,T90,2,6/26/23,20,
153,Drought,WHCL,R4,G-50,T1,2,6/26/23,20,
154,Drought,WHCL,R4,G-50,T90,2,6/26/23,20,
155,Drought,WHCL,R4,G-00,T1,2,6/26/23,20,
156,Drought,WHCL,R4,G-00,T90,2,6/26/23,20.87431853,
157,Drought,WHEA,R4,G-50,T1,2,6/26/23,20,
158,Drought,WHEA,R4,G-50,T90,2,6/26/23,20.13098207,
159,Drought,WHEA,R4,G-00,T1,2,6/26/23,20,
160,Drought,WHEA,R4,G-00,T90,2,6/26/23,20,
1,Ambient,CLOV,R1,G-50,T1,1,6/29/23,59.63704359,
2,Ambient,CLOV,R1,G-50,T90,1,6/29/23,59.54038085,
3,Ambient,CLOV,R1,G-00,T1,1,6/29/23,59.25039263,
4,Ambient,CLOV,R1,G-00,T90,1,6/29/23,59.298724,
5,Ambient,NONE,R1,G-50,T1,1,6/29/23,58.91593955,
6,Ambient,NONE,R1,G-50,T90,1,6/29/23,59.49591599,
7,Ambient,NONE,R1,G-00,T1,1,6/29/23,59.49591599,
8,Ambient,NONE,R1,G-00,T90,1,6/29/23,59.49591599,
9,Ambient,SHMX,R1,G-50,T1,1,6/29/23,59.20496114,
10,Ambient,SHMX,R1,G-50,T90,1,6/29/23,59.01163567,
11,Ambient,SHMX,R1,G-00,T1,1,6/29/23,59.49494936,
12,Ambient,SHMX,R1,G-00,T90,1,6/29/23,59.49494936,
13,Ambient,WHCL,R1,G-50,T1,1,6/29/23,59.49108285,
14,Ambient,WHCL,R1,G-50,T90,1,6/29/23,59.20109463,
15,Ambient,WHCL,R1,G-00,T1,1,6/29/23,59.05610053,
16,Ambient,WHCL,R1,G-00,T90,1,6/29/23,59.7327397,
17,Ambient,WHEA,R1,G-50,T1,1,6/29/23,59.27939145,
18,Ambient,WHEA,R1,G-50,T90,1,6/29/23,58.84440913,
19,Ambient,WHEA,R1,G-00,T1,1,6/29/23,58.8927405,
20,Ambient,WHEA,R1,G-00,T90,1,6/29/23,58.74774639,
21,Drought,CLOV,R1,G-50,T1,1,6/29/23,19.95698914,
22,Drought,CLOV,R1,G-50,T90,1,6/29/23,19.81199503,
23,Drought,CLOV,R1,G-00,T1,1,6/29/23,19.76366366,
24,Drought,CLOV,R1,G-00,T90,1,6/29/23,19.71533229,
25,Drought,NONE,R1,G-50,T1,1,6/29/23,19.38087921,
26,Drought,NONE,R1,G-50,T90,1,6/29/23,19.96085565,
27,Drought,NONE,R1,G-00,T1,1,6/29/23,16.72265388,
28,Drought,NONE,R1,G-00,T90,1,6/29/23,19.7191988,
29,Drought,SHMX,R1,G-50,T1,1,6/29/23,19.42824396,
30,Drought,SHMX,R1,G-50,T90,1,6/29/23,19.71823217,
31,Drought,SHMX,R1,G-00,T1,1,6/29/23,19.95988902,
32,Drought,SHMX,R1,G-00,T90,1,6/29/23,19.76656354,
33,Drought,WHCL,R1,G-50,T1,1,6/29/23,19.76269703,
34,Drought,WHCL,R1,G-50,T90,1,6/29/23,19.85935977,
35,Drought,WHCL,R1,G-00,T1,1,6/29/23,19.42437745,
36,Drought,WHCL,R1,G-00,T90,1,6/29/23,19.8110284,
37,Drought,WHEA,R1,G-50,T1,1,6/29/23,19.88932522,
38,Drought,WHEA,R1,G-50,T90,1,6/29/23,19.69599974,
39,Drought,WHEA,R1,G-00,T1,1,6/29/23,19.84099385,
40,Drought,WHEA,R1,G-00,T90,1,6/29/23,19.64766837,
41,Ambient,CLOV,R2,G-50,T1,1,6/29/23,59.49204948,
42,Ambient,CLOV,R2,G-50,T90,1,6/29/23,59.49204948,
43,Ambient,CLOV,R2,G-00,T1,1,6/29/23,59.54038085,
44,Ambient,CLOV,R2,G-00,T90,1,6/29/23,59.63704359,
45,Ambient,NONE,R2,G-50,T1,1,6/29/23,59.39925325,
46,Ambient,NONE,R2,G-50,T90,1,6/29/23,59.39925325,
47,Ambient,NONE,R2,G-00,T1,1,6/29/23,59.44758462,
48,Ambient,NONE,R2,G-00,T90,1,6/29/23,58.96427092,
49,Ambient,SHMX,R2,G-50,T1,1,6/29/23,59.20496114,
50,Ambient,SHMX,R2,G-50,T90,1,6/29/23,59.49494936,
51,Ambient,SHMX,R2,G-00,T1,1,6/29/23,59.25329251,
52,Ambient,SHMX,R2,G-00,T90,1,6/29/23,59.30162388,
53,Ambient,WHCL,R2,G-50,T1,1,6/29/23,59.29775737,
54,Ambient,WHCL,R2,G-50,T90,1,6/29/23,59.34608874,
55,Ambient,WHCL,R2,G-00,T1,1,6/29/23,59.53941422,
56,Ambient,WHCL,R2,G-00,T90,1,6/29/23,59.49108285,
57,Ambient,WHEA,R2,G-50,T1,1,6/29/23,58.94107187,
58,Ambient,WHEA,R2,G-50,T90,1,6/29/23,59.37605419,
59,Ambient,WHEA,R2,G-00,T1,1,6/29/23,59.61771104,
60,Ambient,WHEA,R2,G-00,T90,1,6/29/23,59.5210483,
61,Drought,CLOV,R2,G-50,T1,1,6/29/23,19.71533229,
62,Drought,CLOV,R2,G-50,T90,1,6/29/23,19.71533229,
63,Drought,CLOV,R2,G-00,T1,1,6/29/23,19.57033818,
64,Drought,CLOV,R2,G-00,T90,1,6/29/23,19.71533229,
65,Drought,NONE,R2,G-50,T1,1,6/29/23,19.86419291,
66,Drought,NONE,R2,G-50,T90,1,6/29/23,19.7191988,
67,Drought,NONE,R2,G-00,T1,1,6/29/23,15.56270101,
68,Drought,NONE,R2,G-00,T90,1,6/29/23,19.76753017,
69,Drought,SHMX,R2,G-50,T1,1,6/29/23,19.62156943,
70,Drought,SHMX,R2,G-50,T90,1,6/29/23,19.76656354,
71,Drought,SHMX,R2,G-00,T1,1,6/29/23,19.81489491,
72,Drought,SHMX,R2,G-00,T90,1,6/29/23,19.23491848,
73,Drought,WHCL,R2,G-50,T1,1,6/29/23,19.76269703,
74,Drought,WHCL,R2,G-50,T90,1,6/29/23,19.76269703,
75,Drought,WHCL,R2,G-00,T1,1,6/29/23,19.71436566,
76,Drought,WHCL,R2,G-00,T90,1,6/29/23,19.56937155,
77,Drought,WHEA,R2,G-50,T1,1,6/29/23,19.88932522,
78,Drought,WHEA,R2,G-50,T90,1,6/29/23,19.69599974,
79,Drought,WHEA,R2,G-00,T1,1,6/29/23,19.69599974,
80,Drought,WHEA,R2,G-00,T90,1,6/29/23,19.88932522,
81,Ambient,CLOV,R3,G-50,T1,1,6/29/23,59.92703181,
82,Ambient,CLOV,R3,G-50,T90,1,6/29/23,59.87870044,
83,Ambient,CLOV,R3,G-00,T1,1,6/29/23,59.92703181,
84,Ambient,CLOV,R3,G-00,T90,1,6/29/23,59.83036907,
85,Ambient,NONE,R3,G-50,T1,1,6/29/23,59.68924147,
86,Ambient,NONE,R3,G-50,T90,1,6/29/23,59.93089832,
87,Ambient,NONE,R3,G-00,T1,1,6/29/23,59.78590421,
88,Ambient,NONE,R3,G-00,T90,1,6/29/23,59.78590421,
89,Ambient,SHMX,R3,G-50,T1,1,6/29/23,59.78493758,
90,Ambient,SHMX,R3,G-50,T90,1,6/29/23,59.63994347,
91,Ambient,SHMX,R3,G-00,T1,1,6/29/23,59.88160032,
92,Ambient,SHMX,R3,G-00,T90,1,6/29/23,59.73660621,
93,Ambient,WHCL,R3,G-50,T1,1,6/29/23,59.68440833,
94,Ambient,WHCL,R3,G-50,T90,1,6/29/23,59.78107107,
95,Ambient,WHCL,R3,G-00,T1,1,6/29/23,59.68440833,
96,Ambient,WHCL,R3,G-00,T90,1,6/29/23,59.97439655,
97,Ambient,WHEA,R3,G-50,T1,1,6/29/23,59.81103652,
98,Ambient,WHEA,R3,G-50,T90,1,6/29/23,59.66604241,
99,Ambient,WHEA,R3,G-00,T1,1,6/29/23,59.5210483,
100,Ambient,WHEA,R3,G-00,T90,1,6/29/23,59.56937967,
101,Drought,CLOV,R3,G-50,T1,1,6/29/23,20.05365188,
102,Drought,CLOV,R3,G-50,T90,1,6/29/23,20.00532051,
103,Drought,CLOV,R3,G-00,T1,1,6/29/23,19.90865777,
104,Drought,CLOV,R3,G-00,T90,1,6/29/23,19.90865777,
105,Drought,NONE,R3,G-50,T1,1,6/29/23,19.91252428,
106,Drought,NONE,R3,G-50,T90,1,6/29/23,20.05751839,
107,Drought,NONE,R3,G-00,T1,1,6/29/23,20.05751839,
108,Drought,NONE,R3,G-00,T90,1,6/29/23,20.05751839,
109,Drought,SHMX,R3,G-50,T1,1,6/29/23,20.00822039,
110,Drought,SHMX,R3,G-50,T90,1,6/29/23,19.95988902,
111,Drought,SHMX,R3,G-00,T1,1,6/29/23,20.05655176,
112,Drought,SHMX,R3,G-00,T90,1,6/29/23,19.86322628,
113,Drought,WHCL,R3,G-50,T1,1,6/29/23,20.00435388,
114,Drought,WHCL,R3,G-50,T90,1,6/29/23,19.90769114,
115,Drought,WHCL,R3,G-00,T1,1,6/29/23,19.95602251,
116,Drought,WHCL,R3,G-00,T90,1,6/29/23,20.05268525,
117,Drought,WHEA,R3,G-50,T1,1,6/29/23,19.93765659,
118,Drought,WHEA,R3,G-50,T90,1,6/29/23,19.98598796,
119,Drought,WHEA,R3,G-00,T1,1,6/29/23,19.98598796,
120,Drought,WHEA,R3,G-00,T90,1,6/29/23,19.98598796,
121,Ambient,CLOV,R4,G-50,T1,1,6/29/23,59.58871222,
122,Ambient,CLOV,R4,G-50,T90,1,6/29/23,59.58871222,
123,Ambient,CLOV,R4,G-00,T1,1,6/29/23,59.39538674,
124,Ambient,CLOV,R4,G-00,T90,1,6/29/23,59.298724,
125,Ambient,NONE,R4,G-50,T1,1,6/29/23,59.25425914,
126,Ambient,NONE,R4,G-50,T90,1,6/29/23,59.54424736,
127,Ambient,NONE,R4,G-00,T1,1,6/29/23,59.49591599,
128,Ambient,NONE,R4,G-00,T90,1,6/29/23,59.25425914,
129,Ambient,SHMX,R4,G-50,T1,1,6/29/23,59.30162388,
130,Ambient,SHMX,R4,G-50,T90,1,6/29/23,59.25329251,
131,Ambient,SHMX,R4,G-00,T1,1,6/29/23,59.54328073,
132,Ambient,SHMX,R4,G-00,T90,1,6/29/23,59.44661799,
133,Ambient,WHCL,R4,G-50,T1,1,6/29/23,59.49108285,
134,Ambient,WHCL,R4,G-50,T90,1,6/29/23,59.29775737,
135,Ambient,WHCL,R4,G-00,T1,1,6/29/23,59.29775737,
136,Ambient,WHCL,R4,G-00,T90,1,6/29/23,59.53941422,
137,Ambient,WHEA,R4,G-50,T1,1,6/29/23,61.45430309,
138,Ambient,WHEA,R4,G-50,T90,1,6/29/23,59.37605419,
139,Ambient,WHEA,R4,G-00,T1,1,6/29/23,59.18272871,
140,Ambient,WHEA,R4,G-00,T90,1,6/29/23,59.18272871,
141,Drought,CLOV,R4,G-50,T1,1,6/29/23,20.29530873,
142,Drought,CLOV,R4,G-50,T90,1,6/29/23,19.76366366,
143,Drought,CLOV,R4,G-00,T1,1,6/29/23,19.71533229,
144,Drought,CLOV,R4,G-00,T90,1,6/29/23,19.66700092,
145,Drought,NONE,R4,G-50,T1,1,6/29/23,19.62253606,
146,Drought,NONE,R4,G-50,T90,1,6/29/23,19.52587332,
147,Drought,NONE,R4,G-00,T1,1,6/29/23,19.47754195,
148,Drought,NONE,R4,G-00,T90,1,6/29/23,19.28421647,
149,Drought,SHMX,R4,G-50,T1,1,6/29/23,19.52490669,
150,Drought,SHMX,R4,G-50,T90,1,6/29/23,19.28324985,
151,Drought,SHMX,R4,G-00,T1,1,6/29/23,19.62156943,
152,Drought,SHMX,R4,G-00,T90,1,6/29/23,19.6699008,
153,Drought,WHCL,R4,G-50,T1,1,6/29/23,19.56937155,
154,Drought,WHCL,R4,G-50,T90,1,6/29/23,19.37604608,
155,Drought,WHCL,R4,G-00,T1,1,6/29/23,18.94106375,
156,Drought,WHCL,R4,G-00,T90,1,6/29/23,20.58433032,
157,Drought,WHEA,R4,G-50,T1,1,6/29/23,19.30934879,
158,Drought,WHEA,R4,G-50,T90,1,6/29/23,19.79266248,
159,Drought,WHEA,R4,G-00,T1,1,6/29/23,19.599337,
160,Drought,WHEA,R4,G-00,T90,1,6/29/23,19.50267426,
1,Ambient,CLOV,R1,G-50,T1,2,6/29/23,60,
2,Ambient,CLOV,R1,G-50,T90,2,6/29/23,60,
3,Ambient,CLOV,R1,G-00,T1,2,6/29/23,60,
4,Ambient,CLOV,R1,G-00,T90,2,6/29/23,60,
5,Ambient,NONE,R1,G-50,T1,2,6/29/23,60,
6,Ambient,NONE,R1,G-50,T90,2,6/29/23,60,
7,Ambient,NONE,R1,G-00,T1,2,6/29/23,60,
8,Ambient,NONE,R1,G-00,T90,2,6/29/23,60,
9,Ambient,SHMX,R1,G-50,T1,2,6/29/23,60,
10,Ambient,SHMX,R1,G-50,T90,2,6/29/23,60,
11,Ambient,SHMX,R1,G-00,T1,2,6/29/23,60,
12,Ambient,SHMX,R1,G-00,T90,2,6/29/23,60,
13,Ambient,WHCL,R1,G-50,T1,2,6/29/23,60,
14,Ambient,WHCL,R1,G-50,T90,2,6/29/23,60,
15,Ambient,WHCL,R1,G-00,T1,2,6/29/23,60,
16,Ambient,WHCL,R1,G-00,T90,2,6/29/23,60,
17,Ambient,WHEA,R1,G-50,T1,2,6/29/23,60,
18,Ambient,WHEA,R1,G-50,T90,2,6/29/23,60,
19,Ambient,WHEA,R1,G-00,T1,2,6/29/23,60,
20,Ambient,WHEA,R1,G-00,T90,2,6/29/23,60,
21,Drought,CLOV,R1,G-50,T1,2,6/29/23,20,
22,Drought,CLOV,R1,G-50,T90,2,6/29/23,20,
23,Drought,CLOV,R1,G-00,T1,2,6/29/23,20,
24,Drought,CLOV,R1,G-00,T90,2,6/29/23,20,
25,Drought,NONE,R1,G-50,T1,2,6/29/23,20,
26,Drought,NONE,R1,G-50,T90,2,6/29/23,20,
27,Drought,NONE,R1,G-00,T1,2,6/29/23,20,
28,Drought,NONE,R1,G-00,T90,2,6/29/23,20,
29,Drought,SHMX,R1,G-50,T1,2,6/29/23,20,
30,Drought,SHMX,R1,G-50,T90,2,6/29/23,20,
31,Drought,SHMX,R1,G-00,T1,2,6/29/23,20,
32,Drought,SHMX,R1,G-00,T90,2,6/29/23,20,
33,Drought,WHCL,R1,G-50,T1,2,6/29/23,20,
34,Drought,WHCL,R1,G-50,T90,2,6/29/23,20,
35,Drought,WHCL,R1,G-00,T1,2,6/29/23,20,
36,Drought,WHCL,R1,G-00,T90,2,6/29/23,20,
37,Drought,WHEA,R1,G-50,T1,2,6/29/23,20,
38,Drought,WHEA,R1,G-50,T90,2,6/29/23,20,
39,Drought,WHEA,R1,G-00,T1,2,6/29/23,20,
40,Drought,WHEA,R1,G-00,T90,2,6/29/23,20,
41,Ambient,CLOV,R2,G-50,T1,2,6/29/23,60,
42,Ambient,CLOV,R2,G-50,T90,2,6/29/23,60,
43,Ambient,CLOV,R2,G-00,T1,2,6/29/23,60,
44,Ambient,CLOV,R2,G-00,T90,2,6/29/23,60,
45,Ambient,NONE,R2,G-50,T1,2,6/29/23,60,
46,Ambient,NONE,R2,G-50,T90,2,6/29/23,60,
47,Ambient,NONE,R2,G-00,T1,2,6/29/23,60,
48,Ambient,NONE,R2,G-00,T90,2,6/29/23,60,
49,Ambient,SHMX,R2,G-50,T1,2,6/29/23,60,
50,Ambient,SHMX,R2,G-50,T90,2,6/29/23,60,
51,Ambient,SHMX,R2,G-00,T1,2,6/29/23,60,
52,Ambient,SHMX,R2,G-00,T90,2,6/29/23,60,
53,Ambient,WHCL,R2,G-50,T1,2,6/29/23,60,
54,Ambient,WHCL,R2,G-50,T90,2,6/29/23,60,
55,Ambient,WHCL,R2,G-00,T1,2,6/29/23,60,
56,Ambient,WHCL,R2,G-00,T90,2,6/29/23,60,
57,Ambient,WHEA,R2,G-50,T1,2,6/29/23,60,
58,Ambient,WHEA,R2,G-50,T90,2,6/29/23,60,
59,Ambient,WHEA,R2,G-00,T1,2,6/29/23,60,
60,Ambient,WHEA,R2,G-00,T90,2,6/29/23,60,
61,Drought,CLOV,R2,G-50,T1,2,6/29/23,20,
62,Drought,CLOV,R2,G-50,T90,2,6/29/23,20,
63,Drought,CLOV,R2,G-00,T1,2,6/29/23,20,
64,Drought,CLOV,R2,G-00,T90,2,6/29/23,20,
65,Drought,NONE,R2,G-50,T1,2,6/29/23,20,
66,Drought,NONE,R2,G-50,T90,2,6/29/23,20,
67,Drought,NONE,R2,G-00,T1,2,6/29/23,20,
68,Drought,NONE,R2,G-00,T90,2,6/29/23,20,
69,Drought,SHMX,R2,G-50,T1,2,6/29/23,20,
70,Drought,SHMX,R2,G-50,T90,2,6/29/23,20,
71,Drought,SHMX,R2,G-00,T1,2,6/29/23,20,
72,Drought,SHMX,R2,G-00,T90,2,6/29/23,20,
73,Drought,WHCL,R2,G-50,T1,2,6/29/23,20,
74,Drought,WHCL,R2,G-50,T90,2,6/29/23,20,
75,Drought,WHCL,R2,G-00,T1,2,6/29/23,20,
76,Drought,WHCL,R2,G-00,T90,2,6/29/23,20,
77,Drought,WHEA,R2,G-50,T1,2,6/29/23,20,
78,Drought,WHEA,R2,G-50,T90,2,6/29/23,20,
79,Drought,WHEA,R2,G-00,T1,2,6/29/23,20,
80,Drought,WHEA,R2,G-00,T90,2,6/29/23,20,
81,Ambient,CLOV,R3,G-50,T1,2,6/29/23,60,
82,Ambient,CLOV,R3,G-50,T90,2,6/29/23,60,
83,Ambient,CLOV,R3,G-00,T1,2,6/29/23,60,
84,Ambient,CLOV,R3,G-00,T90,2,6/29/23,60,
85,Ambient,NONE,R3,G-50,T1,2,6/29/23,60,
86,Ambient,NONE,R3,G-50,T90,2,6/29/23,60,
87,Ambient,NONE,R3,G-00,T1,2,6/29/23,60,
88,Ambient,NONE,R3,G-00,T90,2,6/29/23,60,
89,Ambient,SHMX,R3,G-50,T1,2,6/29/23,60,
90,Ambient,SHMX,R3,G-50,T90,2,6/29/23,60,
91,Ambient,SHMX,R3,G-00,T1,2,6/29/23,60,
92,Ambient,SHMX,R3,G-00,T90,2,6/29/23,60,
93,Ambient,WHCL,R3,G-50,T1,2,6/29/23,60,
94,Ambient,WHCL,R3,G-50,T90,2,6/29/23,60,
95,Ambient,WHCL,R3,G-00,T1,2,6/29/23,60,
96,Ambient,WHCL,R3,G-00,T90,2,6/29/23,59.97439655,
97,Ambient,WHEA,R3,G-50,T1,2,6/29/23,60,
98,Ambient,WHEA,R3,G-50,T90,2,6/29/23,60,
99,Ambient,WHEA,R3,G-00,T1,2,6/29/23,60,
100,Ambient,WHEA,R3,G-00,T90,2,6/29/23,60,
101,Drought,CLOV,R3,G-50,T1,2,6/29/23,20.05365188,
102,Drought,CLOV,R3,G-50,T90,2,6/29/23,20.00532051,
103,Drought,CLOV,R3,G-00,T1,2,6/29/23,20,
104,Drought,CLOV,R3,G-00,T90,2,6/29/23,20,
105,Drought,NONE,R3,G-50,T1,2,6/29/23,20,
106,Drought,NONE,R3,G-50,T90,2,6/29/23,20.05751839,
107,Drought,NONE,R3,G-00,T1,2,6/29/23,20.05751839,
108,Drought,NONE,R3,G-00,T90,2,6/29/23,20.05751839,
109,Drought,SHMX,R3,G-50,T1,2,6/29/23,20.00822039,
110,Drought,SHMX,R3,G-50,T90,2,6/29/23,19.95988902,
111,Drought,SHMX,R3,G-00,T1,2,6/29/23,20.05655176,
112,Drought,SHMX,R3,G-00,T90,2,6/29/23,20,
113,Drought,WHCL,R3,G-50,T1,2,6/29/23,20.00435388,
114,Drought,WHCL,R3,G-50,T90,2,6/29/23,20,
115,Drought,WHCL,R3,G-00,T1,2,6/29/23,20,
116,Drought,WHCL,R3,G-00,T90,2,6/29/23,20.05268525,
117,Drought,WHEA,R3,G-50,T1,2,6/29/23,20,
118,Drought,WHEA,R3,G-50,T90,2,6/29/23,19.98598796,
119,Drought,WHEA,R3,G-00,T1,2,6/29/23,19.98598796,
120,Drought,WHEA,R3,G-00,T90,2,6/29/23,20,
121,Ambient,CLOV,R4,G-50,T1,2,6/29/23,60,
122,Ambient,CLOV,R4,G-50,T90,2,6/29/23,60,
123,Ambient,CLOV,R4,G-00,T1,2,6/29/23,60,
124,Ambient,CLOV,R4,G-00,T90,2,6/29/23,60,
125,Ambient,NONE,R4,G-50,T1,2,6/29/23,60,
126,Ambient,NONE,R4,G-50,T90,2,6/29/23,60,
127,Ambient,NONE,R4,G-00,T1,2,6/29/23,60,
